,Unnamed: 0,eveWaveTime,mornWaveTime,sec,sec2
30,1.0,0 days 00:42:00,0 days 01:03:00,0.7,1.05
31,1.0,0 days 00:56:00,0 days 00:59:00,0.933,0.983
32,1.0,0 days 02:20:00,0 days 02:31:00,2.333,2.517
33,1.0,0 days 02:06:00,0 days 02:38:00,2.1,2.633
34,1.0,0 days 01:08:00,0 days 01:07:00,1.133,1.117
35,1.0,0 days 01:08:00,0 days 00:12:00,1.133,0.2
36,1.0,0 days 00:02:00,0 days 00:51:00,0.033,0.85
37,1.0,0 days 00:18:00,0 days 00:12:00,0.3,0.2
38,1.0,0 days 00:31:00,0 days 00:26:00,0.517,0.433
39,1.0,0 days 00:34:00,0 days 00:21:00,0.567,0.35
40,1.0,0 days 00:30:00,0 days 00:24:00,0.5,0.4
41,1.0,0 days 00:42:00,0 days 00:29:00,0.7,0.483
42,1.0,0 days 00:08:00,0 days 00:12:00,0.133,0.2
43,1.0,0 days 00:44:00,0 days 00:34:00,0.733,0.567
44,1.0,0 days 01:02:00,0 days 00:53:00,1.033,0.883
45,1.0,0 days 01:38:00,0 days 01:09:00,1.633,1.15
46,1.0,0 days 02:09:00,0 days 01:42:00,2.15,1.7
47,1.0,0 days 01:59:00,0 days 02:01:00,1.983,2.017
48,1.0,0 days 01:44:00,0 days 01:40:00,1.733,1.667
49,1.0,0 days 00:20:00,0 days 01:03:00,0.333,1.05
50,1.0,0 days 00:31:00,0 days 00:08:00,0.517,0.133
51,1.0,0 days 00:11:00,0 days 00:18:00,0.183,0.3
52,1.0,0 days 00:25:00,0 days 00:29:00,0.417,0.483
53,1.0,0 days 00:11:00,0 days 00:00:00,0.183,0.0
54,1.0,0 days 00:09:00,0 days 00:52:00,0.15,0.867
55,1.0,0 days 00:31:00,0 days 00:24:00,0.517,0.4
56,1.0,0 days 00:30:00,0 days 00:41:00,0.5,0.683
57,1.0,0 days 00:56:00,0 days 01:07:00,0.933,1.117
58,1.0,0 days 00:54:00,0 days 00:53:00,0.9,0.883
59,1.0,0 days 00:46:00,0 days 01:39:00,0.767,1.65
60,1.0,0 days 02:32:00,0 days 02:02:00,2.533,2.033
61,1.0,0 days 02:46:00,0 days 02:32:00,2.767,2.533
62,1.0,0 days 00:39:00,0 days 01:00:00,0.65,1.0
63,1.0,0 days 00:31:00,0 days 00:15:00,0.517,0.25
64,1.0,0 days 00:34:00,0 days 00:58:00,0.567,0.967
65,1.0,0 days 00:21:00,-1 days +23:47:00,0.35,-0.217
66,1.0,0 days 00:40:00,0 days 00:28:00,0.667,0.467
67,1.0,0 days 00:22:00,0 days 00:20:00,0.367,0.333
68,1.0,0 days 00:40:00,0 days 00:27:00,0.667,0.45
69,1.0,0 days 00:36:00,0 days 00:34:00,0.6,0.567
70,1.0,0 days 00:55:00,0 days 00:32:00,0.917,0.533
71,1.0,0 days 01:18:00,0 days 01:15:00,1.3,1.25
72,1.0,0 days 01:37:00,0 days 01:09:00,1.617,1.15
73,1.0,0 days 01:47:00,0 days 01:35:00,1.783,1.583
74,1.0,0 days 02:09:00,0 days 03:06:00,2.15,3.1
75,1.0,0 days 00:59:00,0 days 00:23:00,0.983,0.383
76,1.0,0 days 01:05:00,0 days 01:05:00,1.083,1.083
77,1.0,-1 days +23:11:00,0 days 00:30:00,-0.817,0.5
78,1.0,0 days 00:21:00,-1 days +23:38:00,0.35,-0.367
79,1.0,0 days 00:34:00,0 days 00:07:00,0.567,0.117
80,1.0,-1 days +23:45:00,0 days 00:13:00,-0.25,0.217
81,1.0,0 days 00:20:00,0 days 00:50:00,0.333,0.833
82,1.0,0 days 00:27:00,0 days 00:09:00,0.45,0.15
83,1.0,0 days 00:42:00,0 days 00:51:00,0.7,0.85
84,1.0,0 days 00:38:00,0 days 00:52:00,0.633,0.867
85,1.0,0 days 00:45:00,0 days 00:58:00,0.75,0.967
86,1.0,0 days 01:11:00,0 days 01:30:00,1.183,1.5
87,1.0,0 days 01:09:00,0 days 01:23:00,1.15,1.383
88,1.0,0 days 02:18:00,0 days 03:04:00,2.3,3.067
89,1.0,0 days 02:31:00,0 days 01:37:00,2.517,1.617
90,1.0,0 days 01:09:00,0 days 00:35:00,1.15,0.583
91,1.0,0 days 00:05:00,0 days 00:10:00,0.083,0.167
92,1.0,0 days 00:05:00,-1 days +23:56:00,0.083,-0.067
93,1.0,0 days 00:35:00,0 days 00:32:00,0.583,0.533
94,1.0,0 days 00:35:00,0 days 00:21:00,0.583,0.35
95,1.0,0 days 00:38:00,0 days 00:31:00,0.633,0.517
96,1.0,0 days 00:53:00,0 days 00:25:00,0.883,0.417
97,1.0,0 days 00:29:00,0 days 00:32:00,0.483,0.533
98,1.0,0 days 00:20:00,0 days 00:23:00,0.333,0.383
99,1.0,0 days 00:27:00,0 days 00:41:00,0.45,0.683
100,1.0,0 days 01:25:00,0 days 00:46:00,1.417,0.767
101,1.0,0 days 01:23:00,0 days 01:17:00,1.383,1.283
102,1.0,0 days 00:26:00,0 days 00:35:00,0.433,0.583
103,1.0,0 days 02:00:00,0 days 01:59:00,2.0,1.983
104,1.0,0 days 02:08:00,0 days 01:14:00,2.133,1.233
105,1.0,0 days 00:32:00,0 days 01:12:00,0.533,1.2
106,1.0,0 days 00:22:00,0 days 01:18:00,0.367,1.3
107,1.0,-1 days +23:57:00,-1 days +23:42:00,-0.05,-0.3
108,1.0,0 days 00:23:00,0 days 00:26:00,0.383,0.433
109,1.0,-1 days +23:54:00,0 days 00:38:00,-0.1,0.633
110,1.0,0 days 01:15:00,0 days 00:33:00,1.25,0.55
111,1.0,0 days 00:06:00,0 days 01:20:00,0.1,1.333
112,1.0,0 days 00:50:00,0 days 00:37:00,0.833,0.617
113,1.0,0 days 00:58:00,0 days 00:46:00,0.967,0.767
114,1.0,0 days 00:33:00,0 days 00:14:00,0.55,0.233
115,1.0,0 days 00:32:00,0 days 00:45:00,0.533,0.75
116,1.0,0 days 00:56:00,0 days 01:18:00,0.933,1.3
117,1.0,0 days 01:59:00,0 days 02:09:00,1.983,2.15
118,1.0,0 days 01:30:00,0 days 01:28:00,1.5,1.467
119,1.0,0 days 01:48:00,0 days 01:00:00,1.8,1.0
120,1.0,0 days 01:00:00,0 days 01:00:00,1.0,1.0
121,1.0,0 days 00:00:00,0 days 00:26:00,0.0,0.433
122,1.0,0 days 00:44:00,0 days 00:18:00,0.733,0.3
123,1.0,0 days 01:16:00,0 days 00:07:00,1.267,0.117
124,1.0,-1 days +23:52:00,0 days 00:13:00,-0.133,0.217
125,1.0,0 days 00:37:00,0 days 00:41:00,0.617,0.683
126,1.0,0 days 00:57:00,0 days 00:31:00,0.95,0.517
127,1.0,0 days 00:06:00,0 days 00:45:00,0.1,0.75
128,1.0,0 days 00:49:00,0 days 00:55:00,0.817,0.917
129,1.0,0 days 00:01:00,0 days 00:22:00,0.017,0.367
130,1.0,0 days 01:40:00,0 days 00:58:00,1.667,0.967
131,1.0,0 days 00:01:00,0 days 00:30:00,0.017,0.5
132,1.0,0 days 00:57:00,0 days 01:09:00,0.95,1.15
133,1.0,0 days 01:00:00,0 days 01:09:00,1.0,1.15
134,1.0,0 days 02:00:00,0 days 02:00:00,2.0,2.0
135,1.0,0 days 01:30:00,0 days 02:00:00,1.5,2.0
136,1.0,0 days 00:54:00,0 days 00:29:00,0.9,0.483
137,1.0,0 days 00:31:00,-1 days +23:51:00,0.517,-0.15
138,1.0,0 days 00:13:00,0 days 01:38:00,0.217,1.633
139,1.0,0 days 00:34:00,-1 days +23:50:00,0.567,-0.167
140,1.0,0 days 00:39:00,0 days 00:50:00,0.65,0.833
141,1.0,0 days 00:51:00,0 days 00:38:00,0.85,0.633
142,1.0,0 days 00:40:00,0 days 00:56:00,0.667,0.933
143,1.0,0 days 01:13:00,0 days 01:02:00,1.217,1.033
144,1.0,0 days 01:07:00,0 days 00:59:00,1.117,0.983
145,1.0,0 days 00:44:00,0 days 00:29:00,0.733,0.483
146,1.0,0 days 02:13:00,0 days 01:28:00,2.217,1.467
147,1.0,0 days 01:43:00,0 days 01:47:00,1.717,1.783
148,1.0,0 days 01:08:00,0 days 01:29:00,1.133,1.483
149,1.0,0 days 00:00:00,0 days 00:26:00,0.0,0.433
150,1.0,0 days 00:58:00,0 days 00:27:00,0.967,0.45
151,1.0,0 days 00:28:00,0 days 00:16:00,0.467,0.267
152,1.0,0 days 00:14:00,-1 days +23:51:00,0.233,-0.15
153,1.0,0 days 01:11:00,0 days 01:32:00,1.183,1.533
154,1.0,0 days 00:01:00,0 days 00:10:00,0.017,0.167
155,1.0,0 days 00:26:00,0 days 00:43:00,0.433,0.717
156,1.0,0 days 00:11:00,0 days 00:27:00,0.183,0.45
157,1.0,0 days 00:39:00,0 days 00:33:00,0.65,0.55
